GTIN13;BU;Project Code;Commited Qty
139486;Store 14;Project 2022_03;9
139502;Store 5;Project 2022_01;9
139451;Store 5;Project 2023_01;20
139372;Store 14;Project 2024_02;3
139405;Store 9;Project 2022_02;3
139484;Store 14;Project 2024_02;3
139569;Store 11;Project 2022_01;3
139639;Store 2;Project 2024_01;6
139624;Store 12;Project 2022_02;6
139486;Store 15;Project 2024_03;2
139358;Store 15;Project 2023_02;23
139639;Store 5;Project 2024_02;2
139313;Store 14;Project 2023_01;51
139520;Store 3;Project 2022_02;1
139371;Store 12;Project 2022_03;9
139509;Store 16;Project 2022_01;1
139431;Store 13;Project 2023_02;9
139424;Store 2;Project 2022_02;1
139323;Store 10;Project 2022_01;1
139486;Store 14;Project 2024_03;1
139429;Store 8;Project 2022_02;7
139623;Store 14;Project 2024_01;7
139620;Store 5;Project 2023_03;1
139506;Store 3;Project 2022_03;1
139602;Store 11;Project 2023_02;1
139521;Store 8;Project 2024_02;2
139338;Store 10;Project 2024_01;1
139487;Store 1;Project 2023_02;1
139383;Store 6;Project 2024_01;1
139312;Store 15;Project 2023_01;5
139400;Store 11;Project 2022_02;1
139564;Store 2;Project 2024_01;1
139557;Store 15;Project 2024_01;3
139399;Store 11;Project 2023_03;1
139346;Store 2;Project 2024_02;6
139469;Store 1;Project 2022_02;1
139324;Store 3;Project 2024_02;2
139595;Store 12;Project 2022_03;2
139641;Store 7;Project 2023_03;3
139449;Store 12;Project 2022_03;1
139615;Store 10;Project 2024_02;1
139399;Store 8;Project 2023_02;1
139304;Store 3;Project 2023_03;1
139433;Store 1;Project 2023_03;1
139625;Store 3;Project 2024_02;1
139412;Store 15;Project 2023_01;2
139390;Store 13;Project 2023_02;2
139504;Store 16;Project 2023_03;5
139579;Store 7;Project 2023_01;2
139594;Store 6;Project 2023_03;1
139544;Store 10;Project 2024_02;5
139633;Store 16;Project 2022_01;1
139565;Store 7;Project 2023_03;5
139338;Store 1;Project 2023_01;7
139619;Store 12;Project 2023_02;4
139300;Store 16;Project 2024_02;4
139376;Store 7;Project 2024_03;4
139575;Store 13;Project 2024_02;4
139481;Store 1;Project 2022_01;4
139559;Store 13;Project 2024_01;9
139622;Store 4;Project 2024_03;6
139372;Store 11;Project 2022_03;2
139580;Store 12;Project 2024_02;2
139615;Store 9;Project 2023_02;19
139388;Store 10;Project 2024_03;3
139451;Store 2;Project 2022_02;2
139495;Store 3;Project 2023_03;2
139522;Store 9;Project 2024_01;7
139598;Store 3;Project 2024_02;3
139558;Store 9;Project 2022_03;3
139313;Store 2;Project 2024_03;3
139340;Store 6;Project 2022_02;8
139595;Store 4;Project 2024_02;13
139310;Store 6;Project 2024_03;1
139423;Store 10;Project 2024_03;4
139516;Store 2;Project 2022_01;2
139497;Store 7;Project 2023_01;1
139317;Store 9;Project 2022_03;2
139445;Store 3;Project 2022_02;2
139312;Store 1;Project 2024_02;12
139577;Store 12;Project 2023_03;3
139398;Store 8;Project 2022_02;3
139527;Store 2;Project 2024_03;28
139594;Store 11;Project 2024_03;2
139600;Store 4;Project 2024_03;9
139513;Store 15;Project 2023_03;1
139569;Store 3;Project 2024_03;2
139302;Store 11;Project 2024_01;1
139602;Store 13;Project 2023_01;1
139431;Store 2;Project 2023_02;1
139475;Store 6;Project 2022_01;1
139567;Store 13;Project 2023_01;1
139373;Store 3;Project 2023_02;2
139353;Store 13;Project 2024_03;2
139548;Store 8;Project 2024_02;29
139310;Store 5;Project 2023_01;3
139323;Store 7;Project 2024_01;3
139539;Store 8;Project 2024_02;3
139423;Store 16;Project 2022_02;20
139441;Store 6;Project 2024_02;28
139518;Store 1;Project 2024_01;11
139470;Store 6;Project 2023_01;8
139429;Store 8;Project 2022_02;7
139570;Store 8;Project 2023_01;15
139410;Store 11;Project 2022_01;6
139332;Store 14;Project 2023_02;5
139329;Store 5;Project 2023_02;2
139560;Store 10;Project 2022_01;1
139428;Store 1;Project 2022_02;1
139639;Store 12;Project 2023_02;1
139365;Store 10;Project 2024_03;11
139559;Store 14;Project 2023_01;171
139315;Store 13;Project 2023_03;4
139414;Store 10;Project 2023_02;4
139575;Store 13;Project 2024_01;3
139523;Store 8;Project 2024_03;3
139314;Store 15;Project 2023_03;3
139358;Store 4;Project 2024_02;2
139389;Store 3;Project 2023_02;1
139340;Store 2;Project 2023_01;3
139307;Store 5;Project 2022_03;3
139587;Store 13;Project 2022_01;3
139535;Store 3;Project 2022_03;7
139416;Store 10;Project 2024_02;2
139641;Store 1;Project 2022_02;8
139351;Store 7;Project 2023_01;62
139314;Store 13;Project 2023_03;29
139470;Store 13;Project 2023_03;27
139450;Store 15;Project 2024_02;18
139317;Store 6;Project 2024_02;12
139380;Store 2;Project 2023_01;1
139387;Store 3;Project 2022_01;1
139576;Store 11;Project 2023_03;6
139457;Store 10;Project 2024_03;1
139588;Store 5;Project 2022_01;3
139369;Store 6;Project 2023_01;1
139327;Store 3;Project 2024_03;3
139390;Store 15;Project 2022_03;2
139412;Store 1;Project 2024_03;1
139513;Store 13;Project 2023_01;9
139587;Store 2;Project 2022_03;13
139538;Store 2;Project 2023_01;8
139362;Store 5;Project 2022_03;11
139635;Store 12;Project 2023_03;6
139428;Store 14;Project 2023_03;5
139453;Store 8;Project 2023_03;8
139425;Store 10;Project 2023_02;2
139498;Store 4;Project 2024_03;1
139365;Store 10;Project 2023_03;2
139488;Store 4;Project 2022_03;1
139578;Store 14;Project 2024_03;4
139456;Store 13;Project 2024_01;6
139632;Store 7;Project 2022_03;4
139321;Store 6;Project 2023_03;3
139535;Store 16;Project 2023_03;3
139451;Store 6;Project 2022_01;9
139341;Store 14;Project 2024_03;4
139366;Store 12;Project 2023_02;1
139432;Store 15;Project 2024_01;1
139605;Store 11;Project 2023_01;117
139309;Store 14;Project 2023_01;1
139305;Store 1;Project 2024_02;328
139563;Store 7;Project 2024_03;1
139320;Store 8;Project 2022_01;60
139427;Store 2;Project 2022_02;1
139584;Store 16;Project 2024_01;60
139637;Store 3;Project 2022_01;1
139392;Store 12;Project 2022_01;15
139547;Store 5;Project 2023_01;15
139334;Store 1;Project 2023_03;30
139558;Store 15;Project 2023_02;30
139334;Store 8;Project 2024_02;31
139627;Store 14;Project 2023_01;20
139518;Store 15;Project 2022_02;20
139502;Store 10;Project 2022_02;25
139342;Store 10;Project 2022_01;25
139519;Store 16;Project 2024_01;17
139375;Store 6;Project 2022_01;4
139600;Store 9;Project 2024_02;42
139463;Store 3;Project 2022_02;4
139492;Store 5;Project 2022_01;12
139513;Store 15;Project 2023_02;33
139543;Store 3;Project 2023_01;113
139477;Store 16;Project 2024_01;28
139354;Store 3;Project 2022_03;497
139621;Store 5;Project 2024_02;14
139385;Store 9;Project 2024_01;6
139511;Store 11;Project 2023_02;144
139593;Store 14;Project 2023_01;6
139384;Store 4;Project 2022_03;14
139551;Store 14;Project 2024_01;14
139500;Store 3;Project 2022_02;14
139303;Store 6;Project 2024_02;43
139616;Store 14;Project 2024_03;43
139590;Store 12;Project 2022_01;79
139495;Store 16;Project 2022_03;13
139381;Store 1;Project 2022_02;13
139358;Store 12;Project 2023_02;13
139333;Store 10;Project 2024_01;13
139400;Store 15;Project 2023_01;6
139327;Store 9;Project 2022_02;22
139643;Store 8;Project 2022_03;6
139336;Store 1;Project 2024_02;22
139394;Store 11;Project 2023_02;1
139369;Store 5;Project 2023_02;1
139522;Store 7;Project 2022_01;3
139633;Store 11;Project 2023_02;3
139489;Store 15;Project 2022_02;3
139349;Store 7;Project 2022_01;20
139468;Store 8;Project 2024_03;20
139478;Store 1;Project 2022_02;3
139385;Store 13;Project 2023_02;3
139579;Store 10;Project 2022_02;3
139565;Store 16;Project 2024_03;4
139338;Store 9;Project 2023_03;3
139395;Store 1;Project 2023_01;46
139590;Store 1;Project 2022_01;2
139461;Store 13;Project 2023_03;11
139449;Store 7;Project 2023_02;2
139513;Store 3;Project 2024_03;45
139574;Store 9;Project 2022_01;8
139515;Store 10;Project 2022_01;22
139431;Store 16;Project 2022_03;18
139435;Store 4;Project 2024_02;2
139535;Store 3;Project 2024_03;19
139426;Store 11;Project 2022_01;2
139590;Store 13;Project 2024_02;2
139401;Store 3;Project 2022_01;2
139521;Store 14;Project 2024_03;26
139608;Store 9;Project 2022_02;6
139457;Store 7;Project 2023_01;6
139604;Store 9;Project 2023_02;1
139340;Store 4;Project 2022_01;1
139597;Store 8;Project 2022_02;2
139392;Store 14;Project 2024_02;2
139450;Store 14;Project 2023_01;6
139366;Store 5;Project 2024_01;6
139454;Store 16;Project 2023_01;7
139311;Store 10;Project 2024_02;15
139454;Store 15;Project 2023_01;7
139407;Store 5;Project 2023_02;33
139308;Store 6;Project 2024_02;14
139360;Store 4;Project 2023_03;14
139448;Store 14;Project 2022_03;18
139475;Store 6;Project 2023_03;11
139368;Store 9;Project 2022_01;11
139579;Store 5;Project 2024_01;12
139329;Store 2;Project 2022_02;12
139438;Store 5;Project 2023_02;11
139309;Store 15;Project 2024_02;25
139538;Store 13;Project 2024_03;17
139498;Store 3;Project 2023_01;7
139538;Store 5;Project 2023_01;7
139461;Store 11;Project 2023_01;52
139510;Store 3;Project 2024_01;70
139486;Store 4;Project 2024_02;9
139399;Store 11;Project 2022_02;38
139593;Store 3;Project 2022_01;95
139565;Store 8;Project 2022_02;7
139582;Store 5;Project 2024_03;8
139432;Store 14;Project 2024_03;81
139604;Store 5;Project 2023_02;8
139406;Store 6;Project 2022_01;8
139383;Store 2;Project 2022_03;8
139633;Store 4;Project 2022_02;24
139498;Store 12;Project 2022_01;24
139398;Store 12;Project 2024_01;55
139309;Store 9;Project 2022_02;9
139560;Store 14;Project 2023_01;9
139402;Store 10;Project 2023_03;9
139473;Store 7;Project 2023_01;9
139540;Store 5;Project 2023_03;15
139365;Store 2;Project 2022_03;15
139353;Store 8;Project 2023_03;65
139444;Store 5;Project 2022_02;1
139621;Store 16;Project 2024_01;143
139419;Store 11;Project 2023_01;1
139343;Store 1;Project 2024_01;26
139614;Store 7;Project 2023_01;1
139384;Store 15;Project 2023_02;26
139619;Store 11;Project 2022_01;1
139586;Store 1;Project 2023_01;1
139588;Store 9;Project 2023_03;1
139481;Store 6;Project 2022_01;1
139520;Store 11;Project 2023_03;1
139390;Store 12;Project 2024_03;3
139474;Store 13;Project 2024_02;2
139456;Store 11;Project 2024_03;4
139316;Store 13;Project 2022_01;4
139604;Store 12;Project 2022_03;82
139600;Store 7;Project 2023_03;7
139307;Store 10;Project 2022_02;7
139306;Store 10;Project 2024_01;79
139427;Store 13;Project 2024_03;24
139567;Store 14;Project 2024_01;42
139338;Store 4;Project 2022_03;2
139588;Store 11;Project 2024_01;8
139559;Store 13;Project 2024_03;15
139602;Store 7;Project 2024_03;56
139389;Store 6;Project 2022_03;2
139579;Store 12;Project 2022_01;32
139425;Store 11;Project 2022_02;1
139624;Store 10;Project 2023_02;20
139527;Store 5;Project 2022_03;1
139349;Store 13;Project 2024_03;18
139623;Store 15;Project 2023_02;4
139575;Store 4;Project 2024_02;13
139567;Store 8;Project 2024_01;4
139483;Store 4;Project 2022_01;1
139301;Store 16;Project 2022_02;8
139316;Store 1;Project 2022_03;6
139337;Store 8;Project 2022_02;1
139318;Store 8;Project 2023_02;3
139459;Store 8;Project 2022_01;1
139556;Store 9;Project 2023_01;2
139507;Store 9;Project 2024_02;1
139592;Store 11;Project 2024_03;2
139501;Store 15;Project 2022_01;1
139609;Store 14;Project 2023_01;1
139493;Store 14;Project 2022_02;2
139366;Store 2;Project 2022_02;29
139421;Store 11;Project 2024_03;2
139303;Store 4;Project 2023_02;29
139440;Store 13;Project 2023_03;6
139314;Store 14;Project 2023_01;11
139552;Store 16;Project 2023_01;14
139301;Store 1;Project 2022_01;12
139326;Store 11;Project 2023_01;3
139356;Store 5;Project 2023_01;8
139325;Store 13;Project 2023_02;4
139562;Store 16;Project 2024_03;3
139451;Store 2;Project 2022_03;8
139533;Store 2;Project 2023_01;9
139447;Store 14;Project 2024_03;1
139492;Store 4;Project 2023_03;9
139508;Store 16;Project 2023_02;8
139484;Store 5;Project 2022_02;1
139583;Store 14;Project 2023_01;2
139527;Store 11;Project 2022_02;8
139497;Store 12;Project 2023_01;20
139624;Store 7;Project 2024_02;1
139627;Store 11;Project 2023_02;7
139569;Store 2;Project 2024_01;1
139583;Store 8;Project 2024_02;22
139398;Store 4;Project 2023_01;173
139568;Store 6;Project 2023_03;81
139434;Store 5;Project 2022_02;75
139530;Store 11;Project 2023_03;51
139349;Store 13;Project 2024_01;32
139467;Store 1;Project 2023_02;2
139557;Store 13;Project 2024_01;17
139583;Store 12;Project 2023_01;8
139394;Store 9;Project 2023_02;8
139385;Store 9;Project 2023_03;7
139577;Store 5;Project 2022_01;5
139368;Store 2;Project 2023_01;4
139444;Store 3;Project 2023_01;3
139561;Store 16;Project 2023_03;4
139457;Store 5;Project 2023_02;21
139487;Store 16;Project 2022_01;7
139345;Store 9;Project 2023_01;7
139374;Store 7;Project 2023_03;22
139592;Store 5;Project 2022_01;2
139499;Store 10;Project 2023_02;10
139364;Store 1;Project 2023_02;2
139572;Store 11;Project 2024_03;4
139443;Store 8;Project 2023_01;4
139627;Store 15;Project 2022_02;35
139330;Store 15;Project 2023_02;8
139393;Store 12;Project 2022_02;8
139368;Store 12;Project 2023_02;79
139608;Store 5;Project 2023_03;5
139491;Store 1;Project 2024_02;1
139467;Store 8;Project 2023_03;27
139541;Store 12;Project 2024_02;1
139622;Store 14;Project 2023_03;4
139407;Store 14;Project 2023_03;2
139567;Store 1;Project 2022_01;4
139519;Store 12;Project 2023_03;1
139616;Store 15;Project 2024_01;1
139594;Store 3;Project 2023_01;24
139352;Store 2;Project 2023_02;36
139500;Store 4;Project 2022_02;22
139311;Store 8;Project 2022_03;31
139375;Store 9;Project 2023_01;16
139469;Store 8;Project 2023_01;15
139620;Store 4;Project 2024_02;24
139487;Store 4;Project 2023_03;2
139575;Store 6;Project 2022_03;4
139377;Store 3;Project 2023_01;3
139480;Store 15;Project 2022_03;4
139525;Store 16;Project 2024_02;12
139514;Store 10;Project 2024_03;18
139572;Store 5;Project 2022_01;11
139499;Store 2;Project 2024_02;15
139411;Store 2;Project 2023_02;8
139630;Store 6;Project 2023_01;110
139533;Store 11;Project 2023_01;12
139543;Store 6;Project 2024_01;2
139411;Store 1;Project 2022_02;2
139472;Store 4;Project 2024_02;1
139374;Store 9;Project 2022_01;2
139378;Store 13;Project 2022_03;4
139569;Store 16;Project 2023_01;2
139510;Store 10;Project 2022_03;53
139324;Store 5;Project 2023_03;3
139370;Store 10;Project 2022_02;141
139591;Store 3;Project 2022_02;26
139523;Store 8;Project 2024_03;26
139338;Store 1;Project 2024_01;6
139548;Store 10;Project 2023_01;6
139554;Store 2;Project 2023_01;13
139379;Store 12;Project 2023_03;13
139305;Store 6;Project 2022_02;13
139585;Store 4;Project 2024_01;9
139577;Store 1;Project 2023_02;9
139561;Store 8;Project 2024_01;11
139415;Store 13;Project 2022_03;11
139492;Store 16;Project 2023_02;7
139431;Store 2;Project 2024_03;18
139538;Store 13;Project 2022_01;2
139423;Store 8;Project 2023_01;2
139553;Store 10;Project 2022_01;12
139540;Store 16;Project 2022_01;5
139583;Store 14;Project 2024_02;2
139610;Store 5;Project 2023_01;14
139318;Store 5;Project 2024_02;2
139545;Store 9;Project 2024_03;47
139605;Store 10;Project 2024_02;93
139420;Store 5;Project 2022_02;6
139569;Store 8;Project 2024_03;62
139488;Store 7;Project 2024_02;6
139497;Store 6;Project 2024_01;6
139423;Store 11;Project 2023_01;6
139539;Store 7;Project 2023_03;19
139569;Store 14;Project 2023_02;19
139603;Store 13;Project 2023_01;34
139381;Store 6;Project 2023_03;6
139433;Store 5;Project 2024_02;6
139523;Store 7;Project 2023_02;6
139339;Store 14;Project 2022_02;6
139362;Store 2;Project 2022_03;9
139393;Store 11;Project 2023_02;9
139386;Store 5;Project 2022_03;3
139359;Store 9;Project 2023_03;3
139491;Store 1;Project 2022_02;1
139454;Store 16;Project 2022_03;1
139501;Store 1;Project 2023_01;1
139389;Store 1;Project 2024_02;1
139459;Store 14;Project 2022_01;1
139615;Store 10;Project 2024_01;9
139499;Store 11;Project 2022_03;9
139615;Store 13;Project 2022_02;1
139390;Store 16;Project 2024_03;1
139482;Store 13;Project 2024_03;1
139446;Store 5;Project 2024_01;2
139421;Store 11;Project 2022_01;1
139403;Store 2;Project 2023_02;1
139599;Store 5;Project 2024_01;1
139464;Store 5;Project 2023_01;20
139324;Store 1;Project 2023_01;4
139626;Store 1;Project 2024_01;5
139354;Store 2;Project 2023_03;8
139355;Store 9;Project 2023_03;19
139605;Store 1;Project 2022_03;9
139614;Store 3;Project 2022_01;1
139316;Store 2;Project 2024_03;8
139501;Store 5;Project 2024_02;1
139462;Store 12;Project 2023_03;1
139614;Store 16;Project 2022_02;1
139523;Store 15;Project 2022_02;136
139388;Store 1;Project 2024_02;2
139396;Store 10;Project 2024_02;3
139417;Store 1;Project 2023_03;1
139569;Store 7;Project 2022_02;1
139309;Store 12;Project 2024_03;2
139382;Store 8;Project 2024_03;2
139625;Store 3;Project 2024_01;3
139383;Store 13;Project 2023_01;6
139613;Store 1;Project 2024_03;3
139560;Store 6;Project 2024_01;14
139400;Store 1;Project 2024_01;6
139438;Store 13;Project 2022_02;6
139379;Store 11;Project 2024_02;8
139344;Store 13;Project 2024_02;5
139341;Store 10;Project 2022_01;5
139382;Store 12;Project 2022_02;5
139612;Store 14;Project 2024_01;5
139412;Store 10;Project 2024_03;5
139322;Store 11;Project 2023_01;11
139423;Store 1;Project 2024_01;7
139379;Store 9;Project 2023_02;3
139346;Store 4;Project 2022_01;3
139642;Store 16;Project 2024_03;22
139408;Store 6;Project 2024_03;4
139548;Store 1;Project 2022_02;30
139377;Store 10;Project 2024_03;16
139459;Store 9;Project 2023_01;41
139326;Store 6;Project 2022_01;3
139523;Store 11;Project 2022_01;3
139581;Store 9;Project 2024_02;35
139509;Store 3;Project 2024_02;3
139326;Store 12;Project 2023_03;3
139407;Store 15;Project 2023_01;3
139353;Store 14;Project 2023_01;10
139352;Store 3;Project 2022_01;10
139639;Store 11;Project 2022_01;24
139387;Store 16;Project 2023_01;4
139590;Store 10;Project 2023_02;4
139599;Store 14;Project 2022_01;4
139405;Store 6;Project 2022_02;4
139401;Store 3;Project 2022_02;7
139409;Store 6;Project 2022_03;7
139342;Store 5;Project 2023_03;28
139462;Store 6;Project 2022_01;61
