Order number;ETD Initial;ETD Updated;GTIN13;No BU;store number;Ordered Quantity;TEU;lat,long;no ship
12072;23/03/2023;23/03/2023;139696;2;Store 2;68;0.01183734939759036;;CMA3533
12072;23/03/2023;23/03/2023;139612;2;Store 2;96;0.011295180722891564;;CMA3533
12072;23/03/2023;23/03/2023;139836;2;Store 2;10;0.08301204819277107;;CMA3533
12072;23/03/2023;23/03/2023;139447;2;Store 2;64;0.08915662650602409;;CMA3533
12072;23/03/2023;23/03/2023;139869;2;Store 2;58;0.12144578313253011;;CMA3533
12072;23/03/2023;23/03/2023;139764;2;Store 2;74;0.05313253012048192;;CMA3533
12072;23/03/2023;23/03/2023;139402;2;Store 2;84;0.04427710843373493;;CMA3533
12072;23/03/2023;23/03/2023;139857;2;Store 2;19;0.08349397590361445;;CMA3533
12072;23/03/2023;23/03/2023;139436;2;Store 2;51;0.008493975903614457;;CMA3533
12072;23/03/2023;23/03/2023;139365;2;Store 2;72;0.004246987951807228;;CMA3533
12072;23/03/2023;23/03/2023;139875;2;Store 2;91;0.004246987951807228;;CMA3533
12072;23/03/2023;23/03/2023;139577;2;Store 2;20;0.004246987951807228;;CMA3533
12072;23/03/2023;23/03/2023;139425;2;Store 2;46;0.23024096385542167;;CMA3533
12072;23/03/2023;23/03/2023;139320;2;Store 2;60;0.017710843373493972;;CMA3533
12072;23/03/2023;23/03/2023;139328;2;Store 2;63;0.01180722891566265;;CMA3533
12072;23/03/2023;23/03/2023;139338;2;Store 2;46;0.01180722891566265;;CMA3533
12072;23/03/2023;23/03/2023;139735;2;Store 2;11;0.01180722891566265;;CMA3533
12072;23/03/2023;23/03/2023;139722;2;Store 2;24;0.009126506024096384;;CMA3533
12072;23/03/2023;23/03/2023;139898;2;Store 2;12;0.03759036144578313;;CMA3533
12072;23/03/2023;23/03/2023;139876;2;Store 2;10;0.015180722891566264;;CMA3533
12072;23/03/2023;23/03/2023;139746;2;Store 2;38;0.04403614457831325;;CMA3533
12072;23/03/2023;23/03/2023;139905;2;Store 2;18;0.07189759036144577;;CMA3533
12072;23/03/2023;23/03/2023;139300;2;Store 2;71;0.24578313253012046;;CMA3533
12072;23/03/2023;23/03/2023;139764;2;Store 2;17;0.2472289156626506;;CMA3533
12072;23/03/2023;23/03/2023;139878;2;Store 2;52;1.7837349397590359;;CMA3533
12072;23/03/2023;23/03/2023;139443;2;Store 2;11;0.03394578313253012;;CMA3533
12072;23/03/2023;23/03/2023;139414;2;Store 2;68;0.02909638554216867;;CMA3533
12072;23/03/2023;23/03/2023;139433;2;Store 2;37;0.07644578313253012;;CMA3533
12072;23/03/2023;23/03/2023;139377;2;Store 2;61;2.355421686746988;;CMA3533
12072;23/03/2023;23/03/2023;139724;2;Store 2;64;1.8094879518072289;;CMA3533
12072;23/03/2023;23/03/2023;139502;2;Store 2;96;1.4645180722891564;;CMA3533
12072;23/03/2023;23/03/2023;139339;2;Store 2;32;0.06400602409638553;;CMA3533
12072;23/03/2023;23/03/2023;139467;2;Store 2;54;0.058915662650602406;;CMA3533
12072;23/03/2023;23/03/2023;139752;2;Store 2;60;0.0028915662650602406;;CMA3533
12072;23/03/2023;23/03/2023;139570;2;Store 2;45;0.05391566265060241;;CMA3533
12072;23/03/2023;23/03/2023;139778;2;Store 2;30;0.05391566265060241;;CMA3533
12072;23/03/2023;23/03/2023;139880;2;Store 2;39;0.5962650602409638;;CMA3533
12072;23/03/2023;23/03/2023;139791;2;Store 2;72;0.1703614457831325;;CMA3533
12072;23/03/2023;23/03/2023;139469;2;Store 2;58;0.340722891566265;;CMA3533
12072;23/03/2023;23/03/2023;139435;2;Store 2;82;0.006957831325301205;;CMA3533
12072;23/03/2023;23/03/2023;139881;2;Store 2;96;0.0772289156626506;;CMA3533
12072;23/03/2023;23/03/2023;139776;2;Store 2;84;0.04096385542168675;;CMA3533
12072;23/03/2023;23/03/2023;139655;2;Store 2;37;0.019879518072289156;;CMA3533
12072;23/03/2023;23/03/2023;139350;2;Store 2;32;0.019879518072289156;;CMA3533
12072;23/03/2023;23/03/2023;139424;2;Store 2;56;0.028493975903614455;;CMA3533
12072;23/03/2023;23/03/2023;139520;2;Store 2;40;0.003554216867469879;;CMA3533
12072;23/03/2023;23/03/2023;139769;2;Store 2;42;0.008042168674698796;;CMA3533
12072;23/03/2023;23/03/2023;139631;2;Store 2;99;0.008042168674698796;;CMA3533
12072;23/03/2023;23/03/2023;139836;2;Store 2;89;0.010662650602409637;;CMA3533
12072;23/03/2023;23/03/2023;139466;2;Store 2;96;0.008042168674698796;;CMA3533
12072;23/03/2023;23/03/2023;139829;2;Store 2;18;0.10602409638554217;;CMA3533
12072;23/03/2023;23/03/2023;139738;2;Store 2;62;0.3766867469879518;;CMA3533
12072;23/03/2023;23/03/2023;139316;2;Store 2;90;0.08355421686746987;;CMA3533
12072;23/03/2023;23/03/2023;139351;2;Store 2;48;0.1053012048192771;;CMA3533
12072;23/03/2023;23/03/2023;139606;2;Store 2;51;0.4228915662650602;;CMA3533
12072;23/03/2023;23/03/2023;139661;2;Store 2;12;0.04879518072289157;;CMA3533
12072;23/03/2023;23/03/2023;139915;2;Store 2;86;0.03942771084337349;;CMA3533
12072;23/03/2023;23/03/2023;139852;2;Store 2;84;0.04659638554216867;;CMA3533
12072;23/03/2023;23/03/2023;139708;2;Store 2;90;0.025090361445783128;;CMA3533
12072;23/03/2023;23/03/2023;139462;2;Store 2;58;0.2130722891566265;;CMA3533
12072;23/03/2023;23/03/2023;139923;2;Store 2;13;0.2130722891566265;;CMA3533
12072;23/03/2023;23/03/2023;139748;2;Store 2;100;0.13518072289156627;;CMA3533
12072;23/03/2023;23/03/2023;139770;2;Store 2;68;0.08602409638554216;;CMA3533
12072;23/03/2023;23/03/2023;139653;2;Store 2;79;0.08602409638554216;;CMA3533
12072;23/03/2023;23/03/2023;139705;2;Store 2;97;0.48578313253012045;;CMA3533
12072;23/03/2023;23/03/2023;139730;2;Store 2;92;0.28337349397590356;;CMA3533
12072;23/03/2023;23/03/2023;139570;2;Store 2;56;0.32385542168674697;;CMA3533
12072;23/03/2023;23/03/2023;139587;2;Store 2;26;0.12740963855421686;;CMA3533
12072;23/03/2023;23/03/2023;139900;2;Store 2;75;0.04246987951807228;;CMA3533
12072;23/03/2023;23/03/2023;139436;2;Store 2;80;0.28572289156626507;;CMA3533
12072;23/03/2023;23/03/2023;139309;2;Store 2;30;0.28572289156626507;;CMA3533
12072;23/03/2023;23/03/2023;139420;2;Store 2;75;0.19048192771084335;;CMA3533
12072;23/03/2023;23/03/2023;139637;2;Store 2;15;0.40722891566265057;;CMA3533
12072;23/03/2023;23/03/2023;139459;2;Store 2;31;0.18795180722891566;;CMA3533
12072;23/03/2023;23/03/2023;139333;2;Store 2;30;0.2506024096385542;;CMA3533
12072;23/03/2023;23/03/2023;139325;2;Store 2;79;0.22499999999999998;;CMA3533
12072;23/03/2023;23/03/2023;139554;2;Store 2;61;0.075;;CMA3533
12072;23/03/2023;23/03/2023;139728;2;Store 2;65;0.22499999999999998;;CMA3533
12072;23/03/2023;23/03/2023;139361;2;Store 2;11;0.1463855421686747;;CMA3533
12072;23/03/2023;23/03/2023;139860;2;Store 2;33;0.04879518072289157;;CMA3533
12072;23/03/2023;23/03/2023;139824;2;Store 2;92;0.014216867469879517;;CMA3533
12072;23/03/2023;23/03/2023;139390;2;Store 2;37;0.0366867469879518;;CMA3533
12072;23/03/2023;23/03/2023;139524;2;Store 2;56;0.011566265060240962;;CMA3533
12072;23/03/2023;23/03/2023;139849;2;Store 2;53;0.008674698795180721;;CMA3533
12072;23/03/2023;23/03/2023;139653;2;Store 2;52;0.0028915662650602406;;CMA3533
12072;23/03/2023;23/03/2023;139418;2;Store 2;76;0.025602409638554213;;CMA3533
12072;23/03/2023;23/03/2023;139710;2;Store 2;73;0.0051204819277108436;;CMA3533
12072;23/03/2023;23/03/2023;139426;2;Store 2;51;0.0051204819277108436;;CMA3533
12072;23/03/2023;23/03/2023;139910;2;Store 2;85;0.0036746987951807226;;CMA3533
12072;23/03/2023;23/03/2023;139302;2;Store 2;48;0.0036746987951807226;;CMA3533
12072;23/03/2023;23/03/2023;139330;2;Store 2;79;0.0036746987951807226;;CMA3533
12072;23/03/2023;23/03/2023;139815;2;Store 2;15;0.03216867469879518;;CMA3533
12072;23/03/2023;23/03/2023;139321;2;Store 2;78;0.04427710843373493;;CMA3533
12072;23/03/2023;23/03/2023;139746;2;Store 2;46;0.10301204819277107;;CMA3533
12072;23/03/2023;23/03/2023;139927;2;Store 2;100;0.003614457831325301;;CMA3533
12072;23/03/2023;23/03/2023;139805;2;Store 2;53;0.003614457831325301;;CMA3533
12072;23/03/2023;23/03/2023;139470;2;Store 2;64;0.005180722891566264;;CMA3533
12072;23/03/2023;23/03/2023;139393;2;Store 2;41;0.005180722891566264;;CMA3533
12072;23/03/2023;23/03/2023;139685;2;Store 2;47;0.2103614457831325;;CMA3533
12072;23/03/2023;23/03/2023;139413;2;Store 2;45;0.2103614457831325;;CMA3533
12072;23/03/2023;23/03/2023;139631;2;Store 2;77;0.06789156626506024;;CMA3533
12072;23/03/2023;23/03/2023;139352;2;Store 2;40;0.03397590361445783;;CMA3533
12072;23/03/2023;23/03/2023;139697;2;Store 2;51;0.17295180722891565;;CMA3533
18632;09/03/2023;09/03/2023;139416;2;Store 2;43;0.09325301204819277;;CMA3539
18632;09/03/2023;09/03/2023;139709;2;Store 2;15;0.0725301204819277;;CMA3539
18632;09/03/2023;09/03/2023;139307;2;Store 2;43;0.03551204819277108;;CMA3539
18632;09/03/2023;09/03/2023;139684;2;Store 2;75;0.026355421686746986;;CMA3539
18632;09/03/2023;09/03/2023;139339;2;Store 2;95;0.20753012048192768;;CMA3539
18632;09/03/2023;09/03/2023;139829;2;Store 2;60;0.207289156626506;;CMA3539
18632;09/03/2023;09/03/2023;139598;2;Store 2;64;0.2867469879518072;;CMA3539
18632;09/03/2023;09/03/2023;139313;2;Store 2;16;0.12102409638554215;;CMA3539
18632;09/03/2023;09/03/2023;139576;2;Store 2;46;0.10036144578313251;;CMA3539
18632;09/03/2023;09/03/2023;139534;2;Store 2;85;0.2067469879518072;;CMA3539
18632;09/03/2023;09/03/2023;139470;2;Store 2;70;0.02123493975903614;;CMA3539
18632;09/03/2023;09/03/2023;139856;2;Store 2;27;0.012740963855421686;;CMA3539
18632;09/03/2023;09/03/2023;139857;2;Store 2;87;0.012740963855421686;;CMA3539
18632;09/03/2023;09/03/2023;139590;2;Store 2;35;0.012740963855421686;;CMA3539
18632;09/03/2023;09/03/2023;139673;2;Store 2;74;0.5254216867469879;;CMA3539
18632;09/03/2023;09/03/2023;139406;2;Store 2;88;0.041325301204819274;;CMA3539
18632;09/03/2023;09/03/2023;139925;2;Store 2;42;0.029518072289156625;;CMA3539
18632;09/03/2023;09/03/2023;139478;2;Store 2;91;0.029518072289156625;;CMA3539
18632;09/03/2023;09/03/2023;139591;2;Store 2;72;0.029518072289156625;;CMA3539
18632;09/03/2023;09/03/2023;139913;2;Store 2;16;0.027379518072289156;;CMA3539
18632;09/03/2023;09/03/2023;139341;2;Store 2;30;0.0925301204819277;;CMA3539
18632;09/03/2023;09/03/2023;139922;2;Store 2;22;0.03686746987951807;;CMA3539
18632;09/03/2023;09/03/2023;139564;2;Store 2;62;0.1036144578313253;;CMA3539
18632;09/03/2023;09/03/2023;139648;2;Store 2;18;0.21569277108433732;;CMA3539
18632;09/03/2023;09/03/2023;139899;2;Store 2;83;0.655421686746988;;CMA3539
18632;09/03/2023;09/03/2023;139636;2;Store 2;90;0.5871686746987951;;CMA3539
18632;09/03/2023;09/03/2023;139428;2;Store 2;28;4.043132530120482;;CMA3539
18632;09/03/2023;09/03/2023;139390;2;Store 2;56;0.07274096385542168;;CMA3539
18632;09/03/2023;09/03/2023;139447;2;Store 2;83;0.06789156626506024;;CMA3539
18632;09/03/2023;09/03/2023;139364;2;Store 2;78;0.1783734939759036;;CMA3539
18632;09/03/2023;09/03/2023;139795;2;Store 2;29;5.542168674698795;;CMA3539
18632;09/03/2023;09/03/2023;139422;2;Store 2;21;4.125632530120481;;CMA3539
18632;09/03/2023;09/03/2023;139467;2;Store 2;43;3.3110843373493974;;CMA3539
18632;09/03/2023;09/03/2023;139784;2;Store 2;37;0.2493072289156626;;CMA3539
18632;09/03/2023;09/03/2023;139396;2;Store 2;24;0.14081325301204817;;CMA3539
18632;09/03/2023;09/03/2023;139667;2;Store 2;53;0.1620180722891566;;CMA3539
18632;09/03/2023;09/03/2023;139672;2;Store 2;39;0.008674698795180721;;CMA3539
18632;09/03/2023;09/03/2023;139355;2;Store 2;11;0.16174698795180723;;CMA3539
18632;09/03/2023;09/03/2023;139391;2;Store 2;16;0.16174698795180723;;CMA3539
18632;09/03/2023;09/03/2023;139361;2;Store 2;81;0.16174698795180723;;CMA3539
18632;09/03/2023;09/03/2023;139558;2;Store 2;51;1.2777108433734938;;CMA3539
18632;09/03/2023;09/03/2023;139808;2;Store 2;15;0.340722891566265;;CMA3539
18632;09/03/2023;09/03/2023;139915;2;Store 2;30;0.09903614457831324;;CMA3539
18632;09/03/2023;09/03/2023;139395;2;Store 2;22;0.9369879518072288;;CMA3539
18632;09/03/2023;09/03/2023;139513;2;Store 2;18;0.09903614457831324;;CMA3539
18632;09/03/2023;09/03/2023;139942;2;Store 2;34;0.3535843373493976;;CMA3539
18632;09/03/2023;09/03/2023;139898;2;Store 2;70;0.09903614457831324;;CMA3539
18632;09/03/2023;09/03/2023;139881;2;Store 2;99;0.09903614457831324;;CMA3539
18632;09/03/2023;09/03/2023;139708;2;Store 2;35;0.25554216867469876;;CMA3539
18632;09/03/2023;09/03/2023;139480;2;Store 2;30;0.09903614457831324;;CMA3539
18632;09/03/2023;09/03/2023;139819;2;Store 2;38;0.25554216867469876;;CMA3539
18632;09/03/2023;09/03/2023;139705;2;Store 2;68;0.09903614457831324;;CMA3539
18632;09/03/2023;09/03/2023;139595;2;Store 2;61;0.01391566265060241;;CMA3539
18632;09/03/2023;09/03/2023;139653;2;Store 2;65;0.03578313253012048;;CMA3539
18632;09/03/2023;09/03/2023;139483;2;Store 2;42;0.21237951807228914;;CMA3539
18632;09/03/2023;09/03/2023;139593;2;Store 2;42;0.11265060240963855;;CMA3539
18632;09/03/2023;09/03/2023;139589;2;Store 2;82;0.010361445783132528;;CMA3539
18632;09/03/2023;09/03/2023;139726;2;Store 2;58;0.007228915662650602;;CMA3539
18632;09/03/2023;09/03/2023;139623;2;Store 2;26;0.059638554216867465;;CMA3539
18632;09/03/2023;09/03/2023;139514;2;Store 2;86;0.059638554216867465;;CMA3539
18632;09/03/2023;09/03/2023;139334;2;Store 2;83;0.06734939759036145;;CMA3539
18632;09/03/2023;09/03/2023;139873;2;Store 2;25;0.010662650602409637;;CMA3539
18632;09/03/2023;09/03/2023;139883;2;Store 2;21;0.024126506024096384;;CMA3539
18632;09/03/2023;09/03/2023;139813;2;Store 2;82;0.024126506024096384;;CMA3539
18632;09/03/2023;09/03/2023;139682;2;Store 2;51;0.031987951807228916;;CMA3539
18632;09/03/2023;09/03/2023;139486;2;Store 2;73;0.024126506024096384;;CMA3539
18632;09/03/2023;09/03/2023;139750;2;Store 2;59;0.23855421686746986;;CMA3539
18632;09/03/2023;09/03/2023;139481;2;Store 2;41;0.9272289156626505;;CMA3539
18632;09/03/2023;09/03/2023;139323;2;Store 2;61;0.2506626506024096;;CMA3539
18632;09/03/2023;09/03/2023;139610;2;Store 2;25;0.27641566265060236;;CMA3539
18632;09/03/2023;09/03/2023;139721;2;Store 2;82;0.9162650602409639;;CMA3539
18632;09/03/2023;09/03/2023;139868;2;Store 2;50;0.1463855421686747;;CMA3539
18632;09/03/2023;09/03/2023;139813;2;Store 2;60;0.22662650602409637;;CMA3539
18632;09/03/2023;09/03/2023;139859;2;Store 2;18;0.09319277108433734;;CMA3539
18632;09/03/2023;09/03/2023;139910;2;Store 2;99;0.11469879518072287;;CMA3539
18632;09/03/2023;09/03/2023;139339;2;Store 2;51;0.06093373493975904;;CMA3539
18632;09/03/2023;09/03/2023;139879;2;Store 2;45;0.7102409638554216;;CMA3539
18632;09/03/2023;09/03/2023;139700;2;Store 2;22;0.5681927710843373;;CMA3539
18632;09/03/2023;09/03/2023;139712;2;Store 2;31;0.31951807228915663;;CMA3539
18632;09/03/2023;09/03/2023;139932;2;Store 2;27;0.1925301204819277;;CMA3539
18632;09/03/2023;09/03/2023;139895;2;Store 2;78;0.1925301204819277;;CMA3539
18632;09/03/2023;09/03/2023;139859;2;Store 2;63;1.2144578313253012;;CMA3539
18632;09/03/2023;09/03/2023;139619;2;Store 2;51;0.19481927710843372;;CMA3539
18632;09/03/2023;09/03/2023;139427;2;Store 2;44;0.6881927710843373;;CMA3539
18632;09/03/2023;09/03/2023;139905;2;Store 2;33;0.19481927710843372;;CMA3539
18632;09/03/2023;09/03/2023;139383;2;Store 2;61;0.8501204819277107;;CMA3539
18632;09/03/2023;09/03/2023;139365;2;Store 2;28;0.19481927710843372;;CMA3539
18632;09/03/2023;09/03/2023;139664;2;Store 2;70;0.2548192771084337;;CMA3539
18632;09/03/2023;09/03/2023;139312;2;Store 2;99;0.16987951807228913;;CMA3539
18632;09/03/2023;09/03/2023;139812;2;Store 2;99;0.6666867469879517;;CMA3539
18632;09/03/2023;09/03/2023;139354;2;Store 2;84;0.619066265060241;;CMA3539
18632;09/03/2023;09/03/2023;139528;2;Store 2;77;0.4762048192771084;;CMA3539
18632;09/03/2023;09/03/2023;139845;2;Store 2;31;0.9397590361445782;;CMA3539
18632;09/03/2023;09/03/2023;139808;2;Store 2;55;0.40722891566265057;;CMA3539
18632;09/03/2023;09/03/2023;139485;2;Store 2;69;0.6578313253012048;;CMA3539
18632;09/03/2023;09/03/2023;139470;2;Store 2;90;0.5249999999999999;;CMA3539
18632;09/03/2023;09/03/2023;139536;2;Store 2;50;0.22499999999999998;;CMA3539
18632;09/03/2023;09/03/2023;139915;2;Store 2;65;0.6749999999999999;;CMA3539
18632;09/03/2023;09/03/2023;139478;2;Store 2;32;0.43915662650602405;;CMA3539
18632;09/03/2023;09/03/2023;139584;2;Store 2;58;0.1463855421686747;;CMA3539
18632;09/03/2023;09/03/2023;139307;2;Store 2;74;0.05349397590361445;;CMA3539
18632;09/03/2023;09/03/2023;139648;2;Store 2;98;0.039096385542168675;;CMA3539
18632;09/03/2023;09/03/2023;139421;2;Store 2;33;0.0697590361445783;;CMA3539
18632;09/03/2023;09/03/2023;139909;2;Store 2;66;0.1395180722891566;;CMA3539
18632;09/03/2023;09/03/2023;139535;2;Store 2;29;0.1395180722891566;;CMA3539
18632;09/03/2023;09/03/2023;139432;2;Store 2;88;0.0953012048192771;;CMA3539
18632;09/03/2023;09/03/2023;139623;2;Store 2;42;0.1906024096385542;;CMA3539
18632;09/03/2023;09/03/2023;139712;2;Store 2;16;0.1906024096385542;;CMA3539
18632;09/03/2023;09/03/2023;139623;2;Store 2;35;0.33018072289156625;;CMA3539
18632;09/03/2023;09/03/2023;139594;2;Store 2;19;0.026024096385542168;;CMA3539
18632;09/03/2023;09/03/2023;139433;2;Store 2;44;0.017349397590361443;;CMA3539
18632;09/03/2023;09/03/2023;139441;2;Store 2;66;0.005783132530120481;;CMA3539
18632;09/03/2023;09/03/2023;139869;2;Store 2;91;0.061445783132530116;;CMA3539
18632;09/03/2023;09/03/2023;139468;2;Store 2;14;0.010240963855421687;;CMA3539
18632;09/03/2023;09/03/2023;139885;2;Store 2;68;0.010240963855421687;;CMA3539
18632;09/03/2023;09/03/2023;139719;2;Store 2;63;0.018373493975903613;;CMA3539
18632;09/03/2023;09/03/2023;139821;2;Store 2;35;0.007349397590361445;;CMA3539
18632;09/03/2023;09/03/2023;139808;2;Store 2;25;0.007349397590361445;;CMA3539
18632;09/03/2023;09/03/2023;139760;2;Store 2;54;0.19301204819277107;;CMA3539
18632;09/03/2023;09/03/2023;139663;2;Store 2;55;0.22138554216867468;;CMA3539
18632;09/03/2023;09/03/2023;139914;2;Store 2;60;0.33566265060240963;;CMA3539
18632;09/03/2023;09/03/2023;139433;2;Store 2;36;0.34789156626506024;;CMA3539
18632;09/03/2023;09/03/2023;139469;2;Store 2;66;0.2319277108433735;;CMA3539
18632;09/03/2023;09/03/2023;139655;2;Store 2;20;0.2319277108433735;;CMA3539
18632;09/03/2023;09/03/2023;139677;2;Store 2;69;0.6180722891566265;;CMA3539
18632;09/03/2023;09/03/2023;139472;2;Store 2;12;0.051506024096385536;;CMA3539
18632;09/03/2023;09/03/2023;139461;2;Store 2;91;0.051506024096385536;;CMA3539
18632;09/03/2023;09/03/2023;139806;2;Store 2;58;0.3704819277108434;;CMA3539
18632;09/03/2023;09/03/2023;139369;2;Store 2;15;0.07409638554216867;;CMA3539
18632;09/03/2023;09/03/2023;139645;2;Store 2;62;0.07409638554216867;;CMA3539
18632;09/03/2023;09/03/2023;139725;2;Store 2;83;0.010843373493975902;;CMA3539
18632;09/03/2023;09/03/2023;139650;2;Store 2;63;0.007228915662650602;;CMA3539
18632;09/03/2023;09/03/2023;139571;2;Store 2;12;0.007228915662650602;;CMA3539
18632;09/03/2023;09/03/2023;139318;2;Store 2;13;0.015542168674698794;;CMA3539
18632;09/03/2023;09/03/2023;139759;2;Store 2;25;0.015542168674698794;;CMA3539
18632;09/03/2023;09/03/2023;139825;2;Store 2;67;0.010361445783132528;;CMA3539
18632;09/03/2023;09/03/2023;139825;2;Store 2;26;0.3171686746987951;;CMA3539
18632;09/03/2023;09/03/2023;139489;2;Store 2;18;0.12891566265060242;;CMA3539
18632;09/03/2023;09/03/2023;139848;2;Store 2;64;0.11259036144578312;;CMA3539
18632;09/03/2023;09/03/2023;139369;2;Store 2;65;0.9992168674698794;;CMA3539
18632;09/03/2023;09/03/2023;139437;2;Store 2;43;0.27433734939759036;;CMA3539
18632;09/03/2023;09/03/2023;139420;2;Store 2;57;0.9992168674698794;;CMA3539
18632;09/03/2023;09/03/2023;139506;2;Store 2;16;0.17277108433734936;;CMA3539
18632;09/03/2023;09/03/2023;139722;2;Store 2;73;0.13545180722891564;;CMA3539
18632;09/03/2023;09/03/2023;139824;2;Store 2;90;0.33084337349397586;;CMA3539
18632;09/03/2023;09/03/2023;139303;2;Store 2;81;0.6110240963855421;;CMA3539
18632;09/03/2023;09/03/2023;139930;2;Store 2;42;0.09153614457831324;;CMA3539
18632;09/03/2023;09/03/2023;139794;2;Store 2;32;0.14578313253012046;;CMA3539
18632;09/03/2023;09/03/2023;139330;2;Store 2;38;0.3957831325301205;;CMA3539
18632;09/03/2023;09/03/2023;139742;2;Store 2;71;0.10391566265060241;;CMA3539
18632;09/03/2023;09/03/2023;139441;2;Store 2;39;0.2746987951807228;;CMA3539
18632;09/03/2023;09/03/2023;139686;2;Store 2;86;0.05518072289156626;;CMA3539
18632;09/03/2023;09/03/2023;139770;2;Store 2;55;0.1642168674698795;;CMA3539
18632;09/03/2023;09/03/2023;139847;2;Store 2;35;0.8962048192771084;;CMA3539
15465;09/03/2023;;139777;2;Store 2;90;0;;CMA3533
15465;09/03/2023;;139607;2;Store 2;43;0;;CMA3533
15465;09/03/2023;;139859;2;Store 2;11;0;;CMA3533
15465;09/03/2023;;139913;2;Store 2;29;0;;CMA3533
15465;09/03/2023;;139694;2;Store 2;92;0;;CMA3533
15465;09/03/2023;;139551;2;Store 2;36;0;;CMA3533
15465;09/03/2023;;139419;2;Store 2;50;0;;CMA3533
15465;09/03/2023;;139510;2;Store 2;29;0;;CMA3533
15465;09/03/2023;;139320;2;Store 2;13;0;;CMA3533
15465;09/03/2023;;139619;2;Store 2;55;0;;CMA3533
15465;09/03/2023;;139747;2;Store 2;28;0;;CMA3533
15465;09/03/2023;;139824;2;Store 2;27;0;;CMA3533
15465;09/03/2023;;139465;2;Store 2;28;0;;CMA3533
15465;09/03/2023;;139820;2;Store 2;30;0;;CMA3533
15465;09/03/2023;;139403;2;Store 2;38;0;;CMA3533
15465;09/03/2023;;139704;2;Store 2;22;0;;CMA3533
15465;09/03/2023;;139714;2;Store 2;17;0;;CMA3533
15465;09/03/2023;;139322;2;Store 2;31;0;;CMA3533
15465;09/03/2023;;139308;2;Store 2;96;0;;CMA3533
15465;09/03/2023;;139780;2;Store 2;93;0;;CMA3533
15465;09/03/2023;;139812;2;Store 2;79;0;;CMA3533
15465;09/03/2023;;139572;2;Store 2;24;0;;CMA3533
15465;09/03/2023;;139401;2;Store 2;23;0;;CMA3533
15465;09/03/2023;;139871;2;Store 2;40;0;;CMA3533
15465;09/03/2023;;139328;2;Store 2;96;0;;CMA3533
15465;09/03/2023;;139936;2;Store 2;78;0;;CMA3533
15465;09/03/2023;;139400;2;Store 2;60;0;;CMA3533
15465;09/03/2023;;139533;2;Store 2;40;0;;CMA3533
15465;09/03/2023;;139741;2;Store 2;15;0;;CMA3533
15465;09/03/2023;;139704;2;Store 2;52;0;;CMA3533
15465;09/03/2023;;139793;2;Store 2;15;0;;CMA3533
15465;09/03/2023;;139312;2;Store 2;16;0;;CMA3533
15465;09/03/2023;;139796;2;Store 2;24;0;;CMA3533
15465;09/03/2023;;139736;2;Store 2;87;0;;CMA3533
15465;09/03/2023;;139396;2;Store 2;42;0;;CMA3533
15465;09/03/2023;;139796;2;Store 2;90;0;;CMA3533
15465;09/03/2023;;139558;2;Store 2;83;0;;CMA3533
15465;09/03/2023;;139331;2;Store 2;98;0;;CMA3533
15465;09/03/2023;;139351;2;Store 2;20;0;;CMA3533
15465;09/03/2023;;139432;2;Store 2;45;0;;CMA3533
